"","Y","Intercept","X1","X2","X3","X4","X5"
"1",-0.268531401426655,1,-0.500308908177413,-0.480437633840778,0.329239722261403,1.09638806827745,0.557690182426469
"2",-3.8767308209714,1,-0.46255672452549,-0.0634032227788001,-1.23488768375513,0.0108936124386845,0.0256649314631842
"3",15.3786324574698,1,11.8716463317975,11.0136955230511,12.497333926219,10.762755145454,8.55807166503428
"4",-6.17006613181982,1,-1.8534472311475,-0.218050930549486,0.118679072554998,0.57851596500271,0.304617671829054
"5",-0.993661832274976,1,0.235405470584954,-0.324329865665775,0.56613752751558,-0.743994313611216,-0.927646054652369
"6",-12.723614123454,1,-0.222204834711976,-2.71368465512195,-0.712181541036803,0.42883898916606,-0.583824244718352
"7",-2.82496320281299,1,-0.42470552620761,-0.15631114413331,-0.482261827369005,-0.664915659195291,-0.356727093794525
"8",5.45383022246769,1,1.19197254174871,1.16425475362498,-0.877761428613497,-1.53399997841227,1.05024911672071
"9",-2.79123642568312,1,0.553298950558528,-0.297935135039548,-0.88130902790855,-1.22711675908214,-1.0570678937895
"10",-1.66716843523687,1,-1.02472664562322,0.232715046728274,0.949132970173827,0.458433801966911,-0.349462845022966
"11",-6.39979500350777,1,0.0240777341919357,-1.00711187674431,-0.131926520980949,-0.785041026049295,0.367727730429094
"12",5.23556452380339,1,-0.84109502956524,0.700979691230353,-0.190378686674175,1.76623757988278,1.135582104838
"13",-10.0277840746273,1,-0.570558883526186,-2.10655714299288,-0.984816323812298,-0.353758735891849,-0.662723273655175
"14",18.3626947750021,1,10.8336764870588,11.6282781885513,11.7652081755975,12.0018706599969,8.79327704196035
"15",0.770255375450057,1,0.486570874012726,-0.306928390085609,1.04021215050578,-0.0160995518555339,-0.581535250670993
"16",1.66816348068224,1,0.574889714977455,0.341764381622561,0.0314491661693623,-0.616704806791284,0.553390737947262
"17",3.64448572916704,1,0.608026916780005,-0.166435035902685,0.486710662390314,1.08595124571074,0.998995271610639
